Folder	Notebook	From	To	Time qualifier	Place	Region	Country	Author	Img	Pag.	Title chapter	Title Recipe	Num. persons	Course	Procedure	Temperature	Recipe time	Cooking time	Ingredient qualifier	Ingredient	Ingredient variant name	Alternative ingredient qualifier	Alternative ingredient	Alternative ingredient variant name	Dosage	Unit of measure	Side dishes	Where it was found	Date of finding	Who  donated it	Who found it	Notes
name	title	year	year		town			surname name	nome	numero			number	type	techniques	Degree Celsius	num. minutes	num. minutes	e.g. green (tomatoe)	normalised name	of the ingredient	e.g. green (tomatoe)	if applicable	of the alternative	number			town	DD-MM-YYYY	surname name	surname name	
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_62.jpeg	62		Torta di Mele Alfonsina		dessert						egg					2	unit		Rimini	29-08-2019			
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_62.jpeg	62		Torta di Mele Alfonsina		dessert						walnut					4	unit		Rimini	29-08-2019			
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_62.jpeg	62		Torta di Mele Alfonsina		dessert						chocolate					2	spoon		Rimini	29-08-2019			
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_62.jpeg	62		Torta di Mele Alfonsina		dessert					zest	lemon					1/2	unit		Rimini	29-08-2019			
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_62.jpeg	62		Torta di Mele Alfonsina		dessert						butter								Rimini	29-08-2019			
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_62.jpeg	62		Torta di Mele Alfonsina		dessert						milk						q.b.		Rimini	29-08-2019			
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_63.jpeg	63		Torta di Mele 		dessert	in the oven	medium		45		flour					200	g		Rimini	29-08-2019			ho distinto il titolo da quelli successivi con (1), non presente nel quaderno... 
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_63.jpeg	63		Torta di Mele 		dessert						sugar					100	g		Rimini	29-08-2019			
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_63.jpeg	63		Torta di Mele 		dessert						apple					500	g		Rimini	29-08-2019			
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_63.jpeg	63		Torta di Mele 		dessert						butter					75	g		Rimini	29-08-2019			
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_63.jpeg	63		Torta di Mele 		dessert						egg					1	unit		Rimini	29-08-2019			
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_63.jpeg	63		Torta di Mele 		dessert						milk					1/2	l		Rimini	29-08-2019			
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_63.jpeg	63		Torta di Mele 		dessert						baking powder					1	sachet		Rimini	29-08-2019			
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_64.jpeg	64		Torta di Mele 		dessert	in the oven	60			sliced	apple					300	g		Rimini	29-08-2019			
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_64.jpeg	64		Torta di Mele 		dessert						flour					150	g		Rimini	29-08-2019			
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_64.jpeg	64		Torta di Mele 		dessert						sugar					100	g		Rimini	29-08-2019			
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_64.jpeg	64		Torta di Mele 		dessert						raisin					50	g		Rimini	29-08-2019			
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_64.jpeg	64		Torta di Mele 		dessert						milk					1	cup		Rimini	29-08-2019			
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_64.jpeg	64		Torta di Mele 		dessert						egg					1	unit		Rimini	29-08-2019			
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_64.jpeg	64		Torta di Mele 		dessert						walnut					50	g		Rimini	29-08-2019			
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_64.jpeg	64		Torta di Mele 		dessert						baking powder					1	sachet		Rimini	29-08-2019			
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_64.jpeg	64		Torta di Mele 		dessert					zest	lemon					1	unit		Rimini	29-08-2019			
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_65.jpeg	65		Torta di Mele 		dessert	in the oven	medium		40/45		flour					200	g		Rimini	29-08-2019			
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_65.jpeg	65		Torta di Mele 		dessert						apple					500	g		Rimini	29-08-2019			
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_65.jpeg	65		Torta di Mele 		dessert						butter					100	g		Rimini	29-08-2019			
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_65.jpeg	65		Torta di Mele 		dessert						sugar					150	g		Rimini	29-08-2019			
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_65.jpeg	65		Torta di Mele 		dessert						egg					2	unit		Rimini	29-08-2019			
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_65.jpeg	65		Torta di Mele 		dessert						oil					1	spoon		Rimini	29-08-2019			
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_65.jpeg	65		Torta di Mele 		dessert						baking powder					1	sachet		Rimini	29-08-2019			
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_65.jpeg	65		Torta di Mele 		dessert						salt					1	pinch		Rimini	29-08-2019			
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_65.jpeg	65		Torta di Mele 		dessert					zest	lemon					1	unit		Rimini	29-08-2019			
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_66.jpeg	66		Torta di Mele 		dessert	in the oven	180		60		flour					150	g		Rimini	29-08-2019			
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_66.jpeg	66		Torta di Mele 		dessert						sugar					150	g		Rimini	29-08-2019			
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_66.jpeg	66		Torta di Mele 		dessert						peach					2	unit		Rimini	29-08-2019			
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_66.jpeg	66		Torta di Mele 		dessert						apple					2	unit		Rimini	29-08-2019			
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_66.jpeg	66		Torta di Mele 		dessert						pear					2	unit		Rimini	29-08-2019			
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_66.jpeg	66		Torta di Mele 		dessert						egg					1	unit		Rimini	29-08-2019			
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_66.jpeg	66		Torta di Mele 		dessert						butter								Rimini	29-08-2019			
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_66.jpeg	66		Torta di Mele 		dessert						rhum								Rimini	29-08-2019			
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_66.jpeg	66		Torta di Mele 		dessert						milk								Rimini	29-08-2019			
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_66.jpeg	66		Torta di Mele 		dessert						cinnamon								Rimini	29-08-2019			
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_66.jpeg	66		Torta di Mele 		dessert					vanilla-flavoured	baking powder								Rimini	29-08-2019			
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_67.jpeg	67		Tortellini Tonino		first	no cooking				tenderloin	pork					500	g		Rimini	29-08-2019			in realtà scrive "etti" non grammi...
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_67.jpeg	67		Tortellini Tonino		first						mortadella					1500	g		Rimini	29-08-2019			troppa mortadella e prosciutto? 
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_67.jpeg	67		Tortellini Tonino		first					raw	ham					1500	g		Rimini	29-08-2019			
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_67.jpeg	67		Tortellini Tonino		first						cheese					200	g		Rimini	29-08-2019			formaggio "scarso"?
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_67.jpeg	67		Tortellini Tonino		first						egg					1	unit		Rimini	29-08-2019			
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_67.jpeg	67		Tortellini Tonino		first					yolk	egg					1	unit		Rimini	29-08-2019			
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_67.jpeg	67		Tortellini Tonino		first						bread 						a little		Rimini	29-08-2019			
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_67.jpeg	67		Tortellini Tonino		first						salt								Rimini	29-08-2019			
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_67.jpeg	67		Tortellini Tonino		first						pepper								Rimini	29-08-2019			
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_67.jpeg	67		Tortellini Tonino		first						nutmeg								Rimini	29-08-2019			
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_67.jpeg	67		Tortellini in brodo		first	missing					veal					1 and 1/2	hg		Rimini	29-08-2019			
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_67.jpeg	67		Tortellini in brodo		first						pork					1 and 1/2	hg		Rimini	29-08-2019			
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_67.jpeg	67		Tortellini in brodo		first						cheese					1 and 1/2	hg		Rimini	29-08-2019			
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_67.jpeg	67		Tortellini in brodo		first						mortadella					70/80	g		Rimini	29-08-2019			
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_67.jpeg	67		Tortellini in brodo		first					raw	ham					70/81	g		Rimini	29-08-2019			
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_67.jpeg	67		Tortellini in brodo		first						egg					1	unit		Rimini	29-08-2019			
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_67.jpeg	67		Tortellini in brodo		first					yolk	egg					1	unit		Rimini	29-08-2019			
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_67.jpeg	67		Tortellini in brodo		first						salt								Rimini	29-08-2019			
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_67.jpeg	67		Tortellini in brodo		first						nutmeg								Rimini	29-08-2019			
Quaderno 2_29ago2019_Sara Fornaciari	Fornaciari Sara - Torte, secondi, un misto	1970	1980	ca.	Rimini	Emilia Romagna	Italy	Sara Fornaciari	Quaderno 2_Rimini_29ago2019_67.jpeg	67		Tortellini in brodo		first						pepper								Rimini	29-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini6.jpg		Antipasti	Salsina di zucchini		starter	browning					parsley								Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini6.jpg		Antipasti	Salsina di zucchini		starter	cooking					garlic								Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini6.jpg		Antipasti	Salsina di zucchini		starter	boiling					courgette								Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini6.jpg		Antipasti	Salsina di zucchini		starter						capers								Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini6.jpg		Antipasti	Salsina di zucchini		starter						tuna 								Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini6.jpg		Antipasti	Salsina di zucchini		starter						flour								Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini6.jpg		Antipasti	Salsina di zucchini		starter						vinegar								Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini8.jpg	1	Antipasti	Fegato per antipasto		starter	browning					butter					100	g		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini8.jpg	1	Antipasti	Fegato per antipasto		starter					chicken or other	liver					3	unit		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini8.jpg	1	Antipasti	Fegato per antipasto		starter						anchovy					50	g		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini8.jpg	1	Antipasti	Fegato per antipasto		starter						onion					1/2	unit		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini9.jpg	2	Antipasti	Crostini piccanti		starter	melting					butter					50	g		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini9.jpg	2	Antipasti	Crostini piccanti		starter	boiling					flour					25	g		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini9.jpg	2	Antipasti	Crostini piccanti		starter	cooking					anchovy					50	g		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini9.jpg	2	Antipasti	Crostini piccanti		starter	grilling					capers					50	g		Rimini	25-08-2019			grigliare o friggere il pane
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini9.jpg	2	Antipasti	Crostini piccanti		starter						stock								Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini9.jpg	2	Antipasti	Crostini piccanti		starter						parsley								Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini9.jpg	2	Antipasti	Crostini piccanti		starter						salt								Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini9.jpg	2	Antipasti	Crostini piccanti		starter						pepper								Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini10.jpg; Quaderno_3_Annamaria Fiori_Rimini11.jpg	3;4	Antipasti	Salatini con l’acciuga		starter	frying					flour					110	g		Rimini	25-08-2019			si possono servire anche il tè
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini10.jpg; Quaderno_3_Annamaria Fiori_Rimini11.jpg	3;4	Antipasti	Salatini con l’acciuga		starter						butter					1	knob		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini10.jpg; Quaderno_3_Annamaria Fiori_Rimini11.jpg	3;4	Antipasti	Salatini con l’acciuga		starter						milk					1/2	glass		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini10.jpg; Quaderno_3_Annamaria Fiori_Rimini11.jpg	3;4	Antipasti	Salatini con l’acciuga		starter						salt					1	pinch		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini10.jpg; Quaderno_3_Annamaria Fiori_Rimini11.jpg	3;4	Antipasti	Salatini con l’acciuga		starter						baking powder					1/2	spoon		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini10.jpg; Quaderno_3_Annamaria Fiori_Rimini11.jpg	3;4	Antipasti	Salatini con l’acciuga		starter					salted	anchovy					1	hg		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini10.jpg; Quaderno_3_Annamaria Fiori_Rimini11.jpg	3;4	Antipasti	Salatini con l’acciuga		starter						oil								Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini12.jpg; 	5	Antipasti	Tartine piccanti		starter	no cooking				sandwich	bread 								Rimini	25-08-2019			si possono servire anche con il tè
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini12.jpg; 	5	Antipasti	Tartine piccanti		starter						butter					50	g		Rimini	25-08-2019			burro "da tavola"
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini12.jpg; 	5	Antipasti	Tartine piccanti		starter						anchovy					50 or 30	g		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini12.jpg; 	5	Antipasti	Tartine piccanti		starter					hard-boiled	egg					1	unit		Rimini	25-08-2019			
