Folder	Notebook	From	To	Time qualifier	Place	Region	Country	Author	Img	Pag.	Title chapter	Title Recipe	Num. persons	Course	Procedure	Temperature	Recipe time	Cooking time	Ingredient qualifier	Ingredient	Ingredient variant name	Alternative ingredient qualifier	Alternative ingredient	Alternative ingredient variant name	Dosage	Unit of measure	Side dishes	Where it was found	Date of finding	Who  donated it	Who found it	Notes
name	title	year	year		town			surname name	nome	numero			number	type	techniques	Degree Celsius	num. minutes	num. minutes	e.g. green (tomatoe)	normalised name	of the ingredient	e.g. green (tomatoe)	if applicable	of the alternative	number			town	DD-MM-YYYY	surname name	surname name	
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_1.jpg	1		Olive verdi grosse		appetiser	boiling				green	olive					1	kg		Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_1.jpg	1		Olive verdi grosse		appetiser						sodium hydroxide					20	g		Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_1.jpg	1		Olive verdi grosse		appetiser						water					1	l		Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_1.jpg	1		Olive verdi grosse		appetiser						salt					75	g		Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_2.jpg	2	Minestre	Maccheroni con besciamella		first	boiling					macaroni								Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_2.jpg	2	Minestre	Maccheroni con besciamella		first						butter								Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_2.jpg	2	Minestre	Maccheroni con besciamella		first						flour								Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_2.jpg	2	Minestre	Maccheroni con besciamella		first						milk								Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_2.jpg	2	Minestre	Maccheroni con besciamella		first						parmesan								Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_2.jpg	2	Minestre	Maccheroni con besciamella		first						salt								Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_2.jpg; Quaderno 1_Rimini_29ago2019_3.jpg	2; 3	Minestre	Polenta alla lombarda		first	stewing			180	savoy	cabbage								Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_2.jpg; Quaderno 1_Rimini_29ago2019_3.jpg	2; 3	Minestre	Polenta alla lombarda		first	boiling					celery								Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_2.jpg; Quaderno 1_Rimini_29ago2019_3.jpg	2; 3	Minestre	Polenta alla lombarda		first						carrot								Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_2.jpg; Quaderno 1_Rimini_29ago2019_3.jpg	2; 3	Minestre	Polenta alla lombarda		first						onion								Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_2.jpg; Quaderno 1_Rimini_29ago2019_3.jpg	2; 3	Minestre	Polenta alla lombarda		first						garlic					1	unit		Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_2.jpg; Quaderno 1_Rimini_29ago2019_3.jpg	2; 3	Minestre	Polenta alla lombarda		first						pepper								Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_2.jpg; Quaderno 1_Rimini_29ago2019_3.jpg	2; 3	Minestre	Polenta alla lombarda		first					rib	pork			sausage					Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_2.jpg; Quaderno 1_Rimini_29ago2019_3.jpg	2; 3	Minestre	Polenta alla lombarda		first						tomato								Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_2.jpg; Quaderno 1_Rimini_29ago2019_3.jpg	2; 3	Minestre	Polenta alla lombarda		first						salt					1	pinch		Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_2.jpg; Quaderno 1_Rimini_29ago2019_3.jpg	2; 3	Minestre	Polenta alla lombarda		first					veronese	polenta								Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_2.jpg; Quaderno 1_Rimini_29ago2019_3.jpg	2; 3	Minestre	Polenta alla lombarda		first						parmesan								Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_3.jpg	3	Minestre	Gnocchi di semolini al forno	6	first	boiling					milk					1/2	l		Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_3.jpg	3	Minestre	Gnocchi di semolini al forno	6	first	in the oven					semolina								Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_3.jpg	3	Minestre	Gnocchi di semolini al forno	6	first						salt								Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_3.jpg	3	Minestre	Gnocchi di semolini al forno	6	first						egg					3	unit		Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_3.jpg	3	Minestre	Gnocchi di semolini al forno	6	first						parmesan								Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_3.jpg	3	Minestre	Gnocchi di semolini al forno	6	first						butter					100	g		Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_3.jpg	3	Minestre	Pasta di semolino in brodo		first	frying					milk								Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_3.jpg	3	Minestre	Pasta di semolino in brodo		first	boiling					semolina								Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_3.jpg	3	Minestre	Pasta di semolino in brodo		first						egg								Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_3.jpg	3	Minestre	Pasta di semolino in brodo		first						parmesan								Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_3.jpg	3	Minestre	Pasta di semolino in brodo		first						butter					1	knob		Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_3.jpg	3	Minestre	Pasta di semolino in brodo		first						salt								Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_3.jpg	3	Minestre	Pasta di semolino in brodo		first						parsley								Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_3.jpg	3	Minestre	Pasta di semolino in brodo		first						broth								Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_3.jpg; Quaderno 1_Rimini_29ago2019_4.jpg	3; 4	Minestre	Bomba di riso		first	in the oven					rice								Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_3.jpg; Quaderno 1_Rimini_29ago2019_4.jpg	3; 4	Minestre	Bomba di riso		first	stewing					milk								Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_3.jpg; Quaderno 1_Rimini_29ago2019_4.jpg	3; 4	Minestre	Bomba di riso		first						tomato								Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_3.jpg; Quaderno 1_Rimini_29ago2019_4.jpg	3; 4	Minestre	Bomba di riso		first					minced	meat								Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_3.jpg; Quaderno 1_Rimini_29ago2019_4.jpg	3; 4	Minestre	Bomba di riso		first						salt								Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_3.jpg; Quaderno 1_Rimini_29ago2019_4.jpg	3; 4	Minestre	Bomba di riso		first						celery								Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_3.jpg; Quaderno 1_Rimini_29ago2019_4.jpg	3; 4	Minestre	Bomba di riso		first						carrot								Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_3.jpg; Quaderno 1_Rimini_29ago2019_4.jpg	3; 4	Minestre	Bomba di riso		first						egg					2	unit		Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_4.jpg; Quaderno 1_Rimini_29ago2019_5.jpg	4; 5	Minestre	Pasticcio di riso 	6	first	boiling				00	flour					2	spoon		Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_4.jpg; Quaderno 1_Rimini_29ago2019_5.jpg	4; 5	Minestre	Pasticcio di riso 	6	first	in the oven					butter					110	g		Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_4.jpg; Quaderno 1_Rimini_29ago2019_5.jpg	4; 5	Minestre	Pasticcio di riso 	6	first						milk					1/2	l		Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_4.jpg; Quaderno 1_Rimini_29ago2019_5.jpg	4; 5	Minestre	Pasticcio di riso 	6	first						water					1/2	cup		Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_4.jpg; Quaderno 1_Rimini_29ago2019_5.jpg	4; 5	Minestre	Pasticcio di riso 	6	first						rice					11	handful		Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_4.jpg; Quaderno 1_Rimini_29ago2019_5.jpg	4; 5	Minestre	Pasticcio di riso 	6	first						ragout								Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_4.jpg; Quaderno 1_Rimini_29ago2019_5.jpg	4; 5	Minestre	Pasticcio di riso 	6	first						egg					3			Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_4.jpg; Quaderno 1_Rimini_29ago2019_5.jpg	4; 5	Minestre	Pasticcio di riso 	6	first						parmesan					4	spoon		Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_4.jpg; Quaderno 1_Rimini_29ago2019_5.jpg	4; 5	Minestre	Pasticcio di riso 	6	first						gruyere					1	spoon		Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_4.jpg; Quaderno 1_Rimini_29ago2019_5.jpg	4; 5	Minestre	Pasticcio di riso 	6	first						salt						q.b.		Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_4.jpg; Quaderno 1_Rimini_29ago2019_5.jpg	4; 5	Minestre	Pasticcio di riso 	6	first						nutmeg						sprinkle		Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_4.jpg; Quaderno 1_Rimini_29ago2019_5.jpg	4; 5	Minestre	Pasticcio di riso 	6	first						breadcrumbs								Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_5.jpg	5	Minestre	Passatelli alla marchigiana 	3	first						parmesan					2	spoon		Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_5.jpg	5	Minestre	Passatelli alla marchigiana 	3	first						breadcrumbs					3	spoon		Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_5.jpg	5	Minestre	Passatelli alla marchigiana 	3	first						salt								Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_5.jpg	5	Minestre	Passatelli alla marchigiana 	3	first						nutmeg								Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_5.jpg	5	Minestre	Passatelli alla marchigiana 	3	first						flour					1	spoon		Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_5.jpg	5	Minestre	Passatelli alla marchigiana 	3	first						egg					2-3	unit		Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_6.jpg	6	Minestre	Pasticcio di maccheroni	10	first	boiling					rigatoni					500	g		Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_6.jpg	6	Minestre	Pasticcio di maccheroni	10	first	in the oven					parmesan					2	hg		Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_6.jpg	6	Minestre	Pasticcio di maccheroni	10	first						sweetbread					1,5	hg		Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_6.jpg	6	Minestre	Pasticcio di maccheroni	10	first						butter					6	g		Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_6.jpg	6	Minestre	Pasticcio di maccheroni	10	first						truffle	tartuffi				70	g		Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_6.jpg	6	Minestre	Pasticcio di maccheroni	10	first					dried	mushroom						handful		Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_6.jpg	6	Minestre	Pasticcio di maccheroni	10	first					giblet	chicken								Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_6.jpg	6	Minestre	Pasticcio di maccheroni	10	first						ham					30	g		Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_6.jpg	6	Minestre	Pasticcio di maccheroni	10	first						crest								Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_6.jpg	6	Minestre	Pasticcio di maccheroni	10	first						bean								Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_6.jpg	6	Minestre	Pasticcio di maccheroni	10	first						egg								Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_6.jpg	6	Minestre	Pasticcio di maccheroni	10	first					ovarian yolk	egg								Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_6.jpg	6	Minestre	Pasticcio di maccheroni	10	first						nutmeg								Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_6.jpg	6	Minestre	Pasticcio di maccheroni	10	first					yolk	egg								Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_6.jpg	6	Minestre	Pasticcio di maccheroni	10	first						bechamel								Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_6.jpg	6	Minestre	Pasticcio di maccheroni	10	first						butter								Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_6.jpg	6	Minestre	Pasticcio di maccheroni	10	first						sugar								Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_6.jpg	6	Minestre	Pasticcio di maccheroni	10	first						flour								Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_6.jpg; Quaderno 1_Rimini_29ago2019_7.jpg	6;7	Minestre	Lasagne Verdi	8	first	boiling					spinach 					3	hg		Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_6.jpg; Quaderno 1_Rimini_29ago2019_7.jpg	6;7	Minestre	Lasagne Verdi	8	first	in the oven			10; 15		flour					1	kg		Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_6.jpg; Quaderno 1_Rimini_29ago2019_7.jpg	6;7	Minestre	Lasagne Verdi	8	first						egg					7	unit		Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_6.jpg; Quaderno 1_Rimini_29ago2019_7.jpg	6;7	Minestre	Lasagne Verdi	8	first						ragout								Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_6.jpg; Quaderno 1_Rimini_29ago2019_7.jpg	6;7	Minestre	Lasagne Verdi	8	first						bechamel								Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_7.jpg; Quaderno 1_Rimini_29ago2019_8.jpg	7;8	Minestre	Cappelletti 		first	boiling					ricotta					100	g		Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_7.jpg; Quaderno 1_Rimini_29ago2019_8.jpg	7;8	Minestre	Cappelletti 		first					stracchino	cheese	Bazzotto				100	g		Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_7.jpg; Quaderno 1_Rimini_29ago2019_8.jpg	7;8	Minestre	Cappelletti 		first					breast	capon								Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_7.jpg; Quaderno 1_Rimini_29ago2019_8.jpg	7;8	Minestre	Cappelletti 		first						butter								Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_7.jpg; Quaderno 1_Rimini_29ago2019_8.jpg	7;8	Minestre	Cappelletti 		first						salt					1	pinch		Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_7.jpg; Quaderno 1_Rimini_29ago2019_8.jpg	7;8	Minestre	Cappelletti 		first						pepper								Rimini	29-08-2019			
Quaderno 1_29ago2019_Ricette di Zia Dina	Le ricette di zia Dina	1960	1970	ca.	Rimini	Emilia Romagna	Italy	Dina	Quaderno 1_Rimini_29ago2019_7.jpg; Quaderno 1_Rimini_29ago2019_8.jpg	7;8	Minestre	Cappelletti 		first						parmesan					30	g		Rimini	29-08-2019			
